PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
yFmi3	r5k1/pp3ppp/5q2/3p4/1P2n3/P2QPr2/5PPP/2R1R1K1 w - - 0 22	g2f3 f6g6 g1f1 e4g3 h2g3 g6d3	1548			
nxCLe	r5k1/pbp2rR1/1p5P/8/2PppqQ1/1P6/P5P1/R6K b - - 0 30	f7g7 g4g7	1455			
3ew6F	1r6/8/2P2p2/3K3p/8/5k2/1p5P/1R6 b - - 0 41	f3g2 c6c7 b8c8 b1b2	1482			
zWZFh	r4rk1/pppq1p2/3p1B1Q/2b1p3/2B1P3/3P4/PPP1nPbP/R4R1K w - - 0 15	h1g2 d7g4 g2h1 g4f3	1455			
CALmA	rn2kb1r/pQ2pppp/2p2n2/2q5/2B5/8/PPPB1PPP/R3K2R b KQkq - 0 12	c5c4 b7c8	1464			
UPSds	6k1/2q3p1/5b1p/pp3p2/2b5/2Q2PN1/PPP3PP/2KR4 w - - 2 27	c3d2 f6g5 d2g5 h6g5	1469			
uuI99	r3kb1r/3q1p1b/pBpp1n1p/Pp2p1p1/1P2P1P1/1P1P1N1P/4NP2/R2Q1RK1 b kq - 3 19	f6g4 h3g4 d7g4 e2g3	1498			
OTuL5	r1bq1rk1/1p3pp1/p1p1pn1p/6N1/1bBPNPPP/P7/1PQ1KP2/R6R b - - 0 15	b4d6 e4f6 d8f6 c2h7	1518			
i3Xfv	3r1rk1/1pp2pp1/p3p2p/8/2P1q3/P1B1PPR1/1P2Q2P/6K1 b - - 0 26	e4d3 g3g7 g8h8 g7f7	1518			
yXxT2	8/1r3p2/1Pk3pp/8/5K2/1R6/5PP1/8 b - - 10 35	b7b6 b3b6 c6b6 f4e5 g6g5 e5f6 b6c5 f6f7	1505			
5QGRf	rn2kb1r/pQpqpppp/2B2n2/8/3Pp3/2N5/PPP2PPP/R1B1K1NR b KQkq - 0 8	d7c6 b7c8	1464			
R6NG5	r4qk1/5r1p/p4BpP/4PQ2/2pp4/2n5/P2K1P2/6RR b - - 0 33	c3d5 g1g6 h7g6 f5g6	1526			
HyekY	5rk1/pQp3pp/4pr2/8/8/2P5/P1Pq1PPP/2R2RK1 w - - 1 18	b7a7 f6f2 a7f2 f8f2 f1f2 d2c1	1476			
PyTKL	r4rk1/pp3p1p/1q1b2pB/3Bpb2/2Q4n/3p3P/PPP3P1/RN3R1K b - - 3 19	b6b2 c4h4 e5e4 c2c3 d6e5 b1d2	1500			
r7BhX	r2q1rk1/pp1b2pp/3bpn2/1P1p4/5P2/2PB1N2/P5PP/R1BQ1RK1 b - - 4 15	d7b5 d3b5 d8b6 f3d4 e6e5 f4e5	1544			
vUzpJ	r6k/2p1qrpp/p4p1B/1p1P4/3bP3/1P1P3P/PP1Q2R1/2KR4 w - - 4 21	h6e3 e7c5 c1b1 d4e3	1462			
Zm95t	rn1qkbnr/ppp2p2/3p4/4N1pp/2BPPpb1/2N5/PPP3PP/R1BQK2R b KQkq - 1 7	g4d1 c4f7 e8e7 c3d5	1527			
MIlJZ	6rk/1p3p1p/1b3pr1/2pp3N/p5bN/1PP3P1/P4P1P/R3R2K b - - 2 25	c5c4 h4g6 h7g6 h5f6	1457			
zC4ZI	8/1p3R1p/1rk3p1/3p4/P3b3/2Pp4/3K3P/R7 w - - 6 39	f7h7 b6b2 d2e3 b2e2	1475			
y2pIX	r3kbnr/pp1b1ppp/4p3/3pP3/3P4/1N1QBN2/Pq3PPP/R3K2R b KQkq - 0 11	g8e7 e3c1 b2a1 b3a1	1532			
mx07x	r1b1k1nr/1pp3pp/pb1p1p2/7q/1BN1P3/1Q3N2/P4PPP/R4RK1 b kq - 3 17	c8e6 c4d6 c7d6 b3e6	1525			
KyZet	r3k2r/pp2bpQp/8/q2P4/8/2n1B2P/PP3PP1/R3K2R b KQkq - 0 17	c3d5 e3d2 e7f6 g7h8 f6h8 d2a5	1517			
J4fpq	rnb1k1r1/p2p3Q/1pp1p3/3nN1q1/3P4/8/PPP1PPB1/RN2K2R w KQq - 0 15	g2d5 g5c1	1465			
VmRTy	6k1/p4p1p/1pp2npb/3p4/1P6/2NP1QPP/P3NPK1/4q3 b - - 3 24	h6d2 f3f6 d2c3 e2c3	1487			
zNhZ4	r2qkb1r/1p2pppp/p1n1b3/2pn3Q/2B5/P1PP1N2/1P3PPP/RNB1K2R b KQkq - 3 8	d5f4 c1f4 e6c4 d3c4	1538			
NZ6pT	3r2k1/p4qpp/b7/3N1p2/2P1p1P1/1P2R2P/P3Q3/6K1 w - - 1 27	g4f5 d8d5	1463			
ixX6x	3r1rk1/1ppq3p/p1npb1p1/P7/5P2/1NP2BP1/1P5P/R2QR1K1 b - - 1 22	d7f7 e1e6 f7e6 f3d5	1459			
mVkhu	r6k/2p3p1/1p2R2p/pb5Q/3q4/6N1/PPP4P/1K2R1r1 w - - 4 27	h5b5 d4d1 e1d1 g1d1	1451			
unrUI	2rq3k/6p1/p2P1b1p/1pB2n2/1P6/5Q2/P4pPP/1R2N1K1 w - - 0 27	f3f2 c8c5 b4c5 f6d4 f2d4 f5d4	1493			
TsNLs	r2r2k1/6bp/1p2q1p1/p1n1p1N1/P3P3/2Q3BP/5P2/1R3RK1 b - - 5 28	e6e7 c3c4 g8h8 g5f7 e7f7 c4f7	1458			
xq7oo	1r3k2/Rr3p2/1P1Rp1p1/3pP2p/5P1P/6P1/6K1/8 b - - 8 48	b7a7 b6a7 b8a8 d6d7	1495			
63Vf6	8/6p1/p3n3/1p1kpN1p/8/5P2/PP2K1PP/8 w - - 0 37	b2b3 e6d4 f5d4 d5d4	1500			
xnqO6	4rrk1/pp3pp1/2pq1n1p/5R2/2BP4/2P5/P1PQ2PP/5RK1 b - - 4 24	e8e7 f5f6 g7f6 d2h6	1538			
6dvxk	3r1rk1/ppqn1p1p/2n3p1/4p3/2P3Q1/1P1P2P1/PB1N1RPP/R5K1 w - - 2 18	d2e4 f7f5 g4e2 f5e4	1512			
qTQWF	r2qk1nr/1p3p1p/p2pp1p1/1Np5/R3P2N/1P1PB2b/1bPQ1PP1/4K2R w Kkq - 0 14	h1h3 a6b5 a4a8 d8a8	1452			
7oErD	4rrk1/2Q1nppp/2p2q2/5b2/4R3/2PB4/PP1N1PPP/R5K1 w - - 1 17	e4e3 e7d5 e3e8 d5c7	1510			
TXwaP	2r5/2P3p1/1rN1k3/3pP1Pp/p6P/P3K3/1PR5/8 w - - 3 44	e3d4 c8c7 c6d8 e6d7 c2c7 d7c7	1495			
0EOWN	r1bqk2r/ppp1npBp/3p4/3N4/4P3/5B2/PPP2PPP/2KR3R b kq - 0 13	h8g8 d5f6	1465			
Q6Via	4r1k1/pp3p1p/1qp3p1/4r3/8/P5P1/1PQ2PBP/1R1R2K1 w - - 0 30	h2h3 e5e2 c2e2 e8e2	1506			
GAEsh	2r2rk1/pb1R1ppp/2p1p3/1P2q3/8/5Q2/P1P3PP/5R1K b - - 1 19	c8c7 f3f7 f8f7 d7d8 f7f8 f1f8	1502			
7mXTm	r3r1k1/pp1q2p1/2p2p1p/3p1n2/3P1QPP/2P2N2/PP3P2/R4RK1 b - - 0 21	g7g5 f4f5 d7f5 g4f5	1549			
vCduj	5k2/2p2pRp/p1p2K2/PpP5/3P1P2/2P4r/8/8 b - - 1 33	h3c3 g7f7 f8e8 f7c7	1504			
TWpdr	1r2r1k1/1B1q3p/pQ1p1np1/4p3/2P3P1/1P5P/P4P1K/3RR3 w - - 1 27	d1d6 b8b7 b6a6 b7a7	1494			
gABQ4	r5k1/pp2q3/5b1B/3p3Q/1P6/1Rn4P/P1P1rPP1/5RK1 b - - 0 25	e2c2 h5g6 g8h8 g6c2	1507			
CqvWg	5bk1/4p2p/3pQ1p1/1p1P1p2/8/1q2B3/5PPP/6K1 b - - 3 30	g8h8 e3d4 f8g7 e6c8	1516			
HhWo7	2k5/1pp2pp1/4p1p1/1N1p2P1/1P1P1q2/1R3P1r/2K1Q3/8 w - - 4 32	b3c3 h3h2 e2h2 f4h2	1538			
G1TGl	rnbq1r1k/ppp3pp/3b1p2/3QN3/2P2B2/8/PPP2PPP/RN2K2R w KQ - 2 11	e5f7 f8f7 d5f7 d6f4	1473			
E1nzJ	5rk1/4p2p/3p3B/p1p2p2/3n4/3Q4/1q4PP/5RK1 b - - 1 31	b2e2 d3g3 g8f7 g3g7 f7e8 g7f8	1531			
3JYZc	1r3rk1/1pp2pp1/5n1p/p1bP1q2/P7/1K3P1P/1P2N1P1/R1BQ3R b - - 0 20	f5d5 d1d5 f6d5 b3c4 b8d8 c4c5	1491			
ddRq4	r4r2/p2b1pkn/2pp1q1p/4p1B1/3PP3/Pp3PN1/7Q/2K2B1R b - - 0 27	h7g5 g3h5 g7g6 h5f6	1549			
DBHjX	7r/pb6/2pp1k2/4pp2/6p1/1P3PPn/PBP1P1K1/R6R w - - 3 22	f3g4 c6c5 g2f1 b7h1	1490			
FFDqR	5rk1/1b4b1/pp2qrpp/2p5/3pP3/N1PB1R2/PP3QP1/2KR4 b - - 0 33	e6a2 d3c4 a2c4 a3c4	1474			
K6nyX	5Q2/kr3B2/8/p3pPp1/N1PpP1r1/3P4/7K/5R2 w - - 1 41	f7d5 b7h7 f8h6 h7h6	1523			
2ZbFl	2k2r1r/1pp3p1/4pn2/1p3q1p/2nPNP1Q/2PK1NP1/PP2R3/7R w - - 1 31	f3d2 c4d2 d3d2 f6e4 e2e4 f5e4	1522			
DyAfF	1Q3k1r/2q1np2/p1b1pN2/3pP3/5P2/6r1/2P3PP/RR5K b - - 1 39	c7b8 b1b8 f8g7 b8h8 g7h8 h2g3	1517			
NJ5Uc	2k1rb1r/3qnpp1/1p1p1n1p/p1pP1P2/P1P3P1/1PN1B2P/3Q1P2/2K1R2R b - - 8 26	f6e4 c3e4	1455			
X9nT7	1r4k1/1P3ppp/4p3/3p4/P1r5/8/5PPP/1RR3K1 b - - 0 29	g7g6 c1c4 d5c4 a4a5	1525			
jZZMA	r1bq1nkR/pp4p1/6B1/2p2P2/8/2P1P1P1/PP1p2P1/R2Q1K2 b - - 2 25	g8h8 d1h5 h8g8 g6f7	1524			
6hdsn	5rk1/1p4p1/pq2b2p/1n6/4R3/2Q4P/PP3PP1/4R1K1 w - - 4 30	e4e6 b6f2 g1h2 b5c3	1513			
sJhQj	6k1/6p1/7p/4R2P/4P1K1/8/5r2/8 b - - 0 43	g8f7 e5f5 f2f5 g4f5	1473			
OYWl0	r5k1/6pp/1p1p1p2/1Pp2N2/2PpP3/3P1QP1/1r1q2BP/5RK1 w - - 2 29	f5d6 a8a2 g1h1 d2g2 f3g2 b2g2	1536			
M9URT	2q4r/1b2p1k1/p2p2p1/1p3p2/2rbPBn1/P1N3NP/1PP1Q1P1/3R1R1K w - - 0 23	e4f5 h8h3	1508			
2jYIg	8/1pp2p1p/3p1q2/p2P3k/2P5/2PnQ2K/P4r2/4R1R1 w - - 3 36	e3d3 f6h4	1517			
gtOh2	r2r4/p1p1bppk/4b3/2p1P3/Q7/2P1B2P/nP3PP1/1K5R b - - 1 19	a2c3 b2c3 a8b8 b1a1	1541			
YKPtk	8/8/1pp1pk1p/p2p4/PP1P1KP1/2P5/8/8 b - - 0 38	a5b4 c3b4 f6e7 f4e5	1545			
YQEhs	r4rk1/2pnN1pp/pp2p1p1/3p4/3P4/1QP1P1P1/PP3qP1/2KR3R b - - 1 18	g8h8 h1h7 h8h7 d1h1	1480			
N0khe	r1b1r1k1/p2n1pp1/1p1qpn1p/2p5/3PN3/2PB1N2/PP2QPPP/R3R1K1 b - - 0 15	f6e4 e2e4 d7f6 e4a8	1508			
Pc1uQ	1r3rk1/2p1q1pp/4b3/p2Q4/3P1B2/P7/1PP2PPP/2KR3R w - - 1 20	h1e1 e6d5 e1e7 f8f4	1543			
x1nnr	8/2P3kp/3Q4/3P4/4r2P/4PqPK/8/8 w - - 7 54	c7c8q f3h1	1457			
gf44A	7r/3rkp2/3p4/1P6/4Q3/1N1P2p1/P2KPq2/2R5 b - - 3 31	e7f8 c1c8 f8g7 e4g4	1549			
l8f32	7k/2p1r1pp/1n5r/R7/2BPP3/5PK1/P6P/5R2 b - - 0 28	b6c4 a5a8 e7e8 a8e8	1500			
88zT4	r2k1br1/1pp5/5p1p/pq1n1p2/2N5/3P1QB1/PPP2PPP/1K1RR3 w - - 0 21	f3f5 d5c3 b1a1 b5f5	1504			
rVeQb	Q6R/p4Bpb/7k/4q2p/7P/6P1/PP3nK1/4r3 b - - 1 43	f2g4 h8h7 h6h7 a8g8 h7h6 g8h8	1514			
XgWvR	R7/4qp1p/4N1pk/3p4/1r6/4P3/5PPP/Q5K1 w - - 1 28	e6d4 e7e4 a1c1 b4b1 a8a1 b1c1	1497			
hB0nu	2k4r/ppp3pr/8/1N3p2/Pn1ppPp1/1q2P1N1/1B1PQ2P/1K1R3R w - - 0 25	b5d4 b3a2 b1c1 b4d3 e2d3 e4d3	1534			
G4ntk	8/3b1pk1/6p1/2pN4/2PbB1Pp/5P1P/4K3/8 w - - 0 44	e2d3 f7f5 e4f5 g6f5	1525			
UJ8OR	5rk1/2pb1pp1/3p1q1p/r1b5/P1PpP3/1N5P/4BPP1/R2Q1RK1 b - - 1 18	a5a4 b3c5 d6c5 a1a4 d7a4 d1a4	1511			
r9rfF	3q1r2/p1pk2pp/2p1b3/4b3/3PQB2/2P5/Pr4PP/R4RK1 w - - 0 20	d4e5 e6d5 e4d5 c6d5	1502			
wb8Ew	5k2/p4p2/2p4K/4Q2B/7r/P7/6rP/8 w - - 0 34	e5f6 g2g6 f6g6 f7g6	1542			
JOnFN	8/8/8/1p1P1k2/1P6/2KNP3/r7/8 b - - 5 54	a2a3 c3d4	1498			
5zEd3	r2qkbnr/pppn3p/3p1p2/6N1/2BPPpb1/2N5/PPP3PP/R1BQ1RK1 b kq - 0 8	g4d1 c4f7 e8e7 c3d5	1536			
t3VkX	2k1rb1r/ppp2ppp/8/3P1q2/2PQn3/5B1P/PP1K1PP1/RN5R w - - 3 14	f3e4 e8e4 d4e4 f5e4	1499			
Of7Am	5rk1/pp3p1p/4pRpP/4Q1P1/1q1r4/8/P5P1/5RK1 b - - 0 27	d4e4 f6g6 f7g6 e5g7	1543			
yVYGK	r5k1/1R4p1/4ppQp/3n4/3P4/4q2P/6PK/8 b - - 1 36	e3g5 b7g7 g8h8 g7h7	1498			
v0otf	8/4rp1p/1K6/8/1P3p1k/P1R4P/8/8 w - - 3 40	b6c5 e7c7 c5d4 c7c3	1522			
mGiVg	3rkbnr/p4ppp/b1n1p3/1p2P3/1q3P2/1PN2N2/PQ4PP/R1B1KB1R b KQk - 4 13	f8c5 a2a3 b4a5 b3b4 c5b4 a3b4	1546			
aZTgu	r1b2rk1/pp1pbppp/2p5/3N4/2PP4/q2Q2P1/P3P1BP/R4RK1 b - - 3 15	a3d3 d5e7 g8h8 e2d3	1473			
bGZZH	3r3k/5bp1/3q1p1p/1p2p3/pP2B1P1/P1P2P1P/1KQ5/2R5 b - - 0 30	f7d5 c1d1 d5c4 d1d6	1505			
RWpr4	2r5/1b1R1p1k/p3pBp1/5q2/2P3Np/1P5P/P3BPP1/1n4K1 b - - 2 30	f5e4 d7f7 h7g8 g4h6	1519			
CSvUt	6r1/5p1k/p6p/1p6/1P1P1R2/P4PrP/3Q1RP1/1q5K w - - 3 33	h1h2 g3h3 g2h3 b1g1	1519			
EPQcl	r2n1rk1/1p1b1ppp/8/1PqpPp2/3B4/P7/4BPPP/1R1Q1RK1 b - - 1 20	c5a3 b1a1 a3e7 a1a8	1502			
90HUo	8/5pk1/p2p1qp1/3Pp3/RP1bB1P1/1r1P3P/3Q1PK1/8 w - - 1 31	a4a6 b3b2 d2b2 d4b2	1472			
zwSug	r1br1n2/3pkpp1/2pRp2p/p3N2P/P1B1P3/6P1/2P2P2/3R2K1 b - - 2 22	a8a7 e5c6 d7c6 d6d8	1512			
yFYcN	3r2k1/pp3rnp/4p1p1/4Q1N1/2B3q1/8/PPP1N3/2K4R b - - 3 22	f7f5 c4e6 g7e6 e5e6 g8f8 g5h7	1483			
kNKCT	8/8/8/1p6/1Bk5/P1Pn4/3K4/8 b - - 20 56	d3b4 a3b4 c4d5 d2d3	1500			
H83A4	r2q3r/ppp1k1pp/4bn2/n1P1Q1B1/4P3/8/PPP3PP/RN3RK1 b - - 2 15	a5c6 g5f6 g7f6 e5f6 e7d7 f1d1	1522			
Av8DQ	2kr2nr/1pp1p2p/6p1/1q6/8/3PBPP1/2P1KP2/Q3R3 b - - 0 25	b7b6 a1h8 g8f6 h8g7	1475			
RimmX	2k4r/1p2p1bp/p5p1/1b6/3BN3/8/PP3PPP/3R2K1 b - - 5 19	h8d8 d1c1 b5c6 d4g7	1549			
4xXck	3r1rk1/p1q2ppp/bbp1p3/2pnP3/5P2/2N1BN2/PPPR2PP/3RQ1K1 w - - 11 16	e1h4 d5e3 d2d8 f8d8	1478			
R1bVN	r6r/3kbp2/p1bpp2p/8/1Q2P2P/4BP2/qPP1R3/1NKR4 w - - 1 21	d1d6 e7d6 e2d2 c6d5	1530			
pAX8J	4Q2k/1p4p1/p5Bp/P1pb1p2/3r1q2/3P4/1P5P/4R1K1 b - - 3 36	d5g8 e8g8 h8g8 e1e8	1494			
Pmoam	6r1/pp2k1P1/3rb2R/2p4P/2pn4/2B5/PPP2PP1/2K1R3 w - - 1 23	h6e6 d6e6 e1e6 d4e6 h5h6 e6g5 f2f4 g5h7	1473			
91zip	4r1k1/1pp1r1pp/p7/3P1p1b/2P2Q2/1PB2PPq/P6P/3RR1K1 b - - 4 32	e7e1 d1e1 e8e1 c3e1	1527			
yA0H9	5r1k/5pp1/2p4p/pp1p2qP/3P2Q1/2PB1R2/P4PP1/5K2 w - - 5 29	f3f7 g5c1 f1e2 f8e8 e2f3 c1d1 f3f4 d1d2 f4g3 d2d3	1463			
Qypvr	3r1rk1/1p3p1p/p1n3p1/2QN1pq1/PP6/8/2P2PP1/R3R1K1 b - - 0 25	f5f4 d5e7 g5e7 e1e7	1468			
6zPJd	8/5pR1/4p1b1/4P2p/5P1P/3p1kP1/3K4/8 w - - 0 49	d2e1 f3e3 g7g8 d3d2	1459			
Nt3Pa	8/8/3p1Np1/pp4P1/r2R4/PkP3K1/1P6/8 w - - 4 44	d4a4 b5a4 f6d5 b3b2	1466			
0QMhN	6k1/1p6/p4p1p/3p2p1/1P4q1/P2P2P1/2P1r1P1/3Q1RK1 w - - 2 32	f1f6 e2g2 g1g2 g4d1	1499			
H3pi6	r2qk2r/pb3ppp/1p1ppn2/1Bb5/4P3/2N1BP2/PPPQ2PP/2KR3R b kq - 1 11	f6d7 e3c5	1506			
Dq1HB	r1bqk2r/pp4pp/5p2/2pp4/3Nn3/P2QP1P1/1PP2PP1/R3KB1R w KQkq - 0 13	d3e2 c5d4	1502			
lwA3O	8/3k4/2R5/1p2rpp1/1P3p2/P1P5/5KPP/8 w - - 1 46	c6c5 e5c5 b4c5 d7c6	1514			
GLnxm	5q2/8/p5p1/1p2Qpk1/4p3/2P5/1P4PP/7K b - - 1 38	f8f6 h2h4 g5g4 e5f6	1541			
FLgvU	r4rk1/3b1ppp/6q1/3pp3/2Q5/P2P3P/5PPK/R1B2R2 w - - 0 22	c4d5 d7c6 d5c6 g6c6	1535			
AGz3X	1r4k1/1p3ppp/p2rb3/2pNRn2/8/1PNP4/P4PPP/3R2K1 w - - 2 21	c3e4 d6d5 e5d5 e6d5	1486			
dbRGE	rr4k1/3nppb1/q2p2pp/1NpP4/P3P1n1/5NP1/R2BQPKP/4R3 w - - 2 20	b5c7 a6e2 e1e2 a8a7	1464			
awdgL	5b2/p1r3k1/6R1/5Q1p/7q/1P6/P5P1/6K1 b - - 5 47	g7h8 f5f8 h8h7 g6h6	1462			
OgBcF	5rk1/p2q2p1/2p1b2p/2p5/6n1/P1NP1Q1P/1PP3P1/R1B3K1 w - - 4 22	f3g3 d7d4 c1e3 g4e3	1472			
uL3eL	5bk1/2r3pp/1p2p3/1PnpQp2/5P2/Bq2P3/4BP1P/6RK b - - 0 29	c7c8 a3c5 c8c5 e5e6	1479			
XEn5T	2r1kb1r/pp2npp1/n3p2p/q2pP3/3P4/BP3N1P/P2N1PP1/R2Q1RK1 w k - 3 14	a1c1 a5a3 c1c8 e7c8	1519			
ATwQs	8/n2bk1p1/4p3/p2pPpPP/Pp1N4/1P1B1K2/8/8 b - - 0 48	d7e8 h5h6 g7h6 g5h6	1468			
IwFXh	r3qrk1/1Q4p1/3p3p/3np3/8/P1P2N2/5PPP/3R1RK1 b - - 3 21	d5c3 b7b3 g8h8 b3c3	1545			
LKTqB	r1r3k1/pb1nqppp/4p3/R7/3PP3/4Q3/3NBPPP/5RK1 b - - 2 17	e7b4 a5b5 b4d6 b5b7	1506			
wUOhe	r5k1/5pp1/pR1Bp2p/1bPr4/8/7P/5PP1/R5K1 b - - 0 31	g8h7 b6b5 a6b5 a1a8	1482			
CyjO0	8/6k1/3R4/2n2PP1/6P1/4P1K1/2bP4/8 w - - 5 42	d2d4 c5e4 g3f3 e4d6	1464			
62to0	2rq1rk1/pp1n1pp1/4p2p/3p4/2PPnB2/4PB1P/P4PP1/2R1QRK1 b - - 0 16	c8c4 c1c4 d5c4 f3e4	1532			
iNQ9A	rn1qk2r/5p2/p1b1p2p/3p2p1/2pQn2P/1BP2NB1/P1P2PP1/R3K2R b KQkq - 1 17	e4g3 d4h8 e8e7 h8d8 e7d8 f2g3	1472			
rRz4F	8/3B4/8/2pKp3/1b1pPkPp/3P4/6P1/8 b - - 4 42	f4e3 g4g5 e3d3 g5g6	1490			
P1LqI	3B2k1/p2q1p1p/bp4p1/8/3b1Nn1/2Q3P1/5P1P/RR4K1 w - - 0 30	c3c7 d4f2 g1h1 a6b7 c7b7 d7b7	1523			
gIFjN	rnb2qr1/ppppk3/5b2/3Pp3/2B1QP2/8/PPP3PP/RN3RK1 b - - 0 15	e7d8 f4e5 f8c5 g1h1	1518			
J6ujy	8/8/3r4/8/5kPK/8/3p4/4R3 w - - 0 63	e1d1 d6h6	1456			
gVrLH	r4rk1/1p1Nppbp/p5p1/q2b4/8/8/PPQB1PPP/R3R1K1 b - - 3 18	f8c8 c2c8 a8c8 d2a5	1518			
f8PO9	2k5/pppbqrpp/8/8/3np3/N4B2/PPPP1QPP/R1B2K1R w - - 0 15	f2d4 e4f3 d4e3 f3g2 f1g2 d7c6	1463			
Mjpdp	4k1r1/Qb1rP3/2p2p2/7p/2p4q/7P/P1P3P1/R4R1K b - - 0 28	c6c5 a7b8 e8e7 b8g8	1491			
ERG00	4r1k1/pp3pp1/7p/8/3QN3/7P/PP4qn/3KR3 b - - 2 30	h2f3 e4f6 g7f6 e1e8 g8h7 d4e4 h7g7 e4g4 g2g4 h3g4 f6f5 g4f5	1535			
nMAZH	r3r1k1/pppq2pp/2np4/5P2/3Pp3/2P1PN1P/PP2Q1P1/R3R1K1 w - - 0 17	e2c4 d6d5 c4f1 e4f3	1524			
0s25I	r4rk1/pp2qppp/5b2/4np1P/1PP5/2B3Q1/P3BPP1/3RK2R b K - 3 19	e5c4 c3f6 e7f6 e2c4	1531			
w7HWA	4rrk1/6b1/pp2ppp1/8/8/Pq2B2Q/5PP1/2R3KR b - - 1 34	g8f7 c1c7 e8e7 c7e7 f7e7 e3c5 b6c5 h3b3	1474			
ScDcs	rnb2rk1/1p2pp1p/p2p1bp1/1N1N4/qP2PP2/8/P1P1B1PP/R2QK2R w KQ - 1 13	d5f6 e7f6 b5c7 a4b4	1497			
5YmTt	5k2/RR3pp1/p3p2p/3p4/3Pnb2/P6P/5rP1/6K1 b - - 1 27	f4d6 a7a8 d6b8 a8b8	1500			
aOOX6	5r2/1b3pk1/p5rp/1pQ2p2/4P3/PB1P3P/1PP3P1/5RK1 w - - 0 24	e4f5 g6g2 g1h1 g2c2 b3d5 c2c5	1508			
YbgCt	4rrk1/p4ppp/2p5/8/2qb2QP/8/PP3PP1/1K1RR3 w - - 0 23	g4d4 c4d4 d1d4 e8e1	1462			
YvCiT	rr4k1/2R1BN2/p3p1pb/1p5p/2n4P/8/PPP1R1P1/1K6 b - - 0 25	g8f7 e7g5 f7g8 g5h6	1538			
b6qfu	2rk4/ppq2ppp/4pb2/2n5/1Q2N3/5N2/PPP2PPP/2KR4 b - - 1 17	c5d7 b4f8	1463			
FESDx	1r2r1k1/pp4p1/5n2/1Q1pN2q/3Pn1PP/2P4R/P1P5/5RK1 b - - 0 23	f6g4 b5d5 g8h7 d5e4	1500			
Lnpbe	5rk1/pp1bnppp/1q2pn2/2r5/1P6/P4NP1/2QNPPBP/2R3K1 w - - 0 19	c2c5 f8c8 c5e7 c8c1	1534			
pZ4Yc	5k2/6p1/3P3p/p3Q3/2p1PPK1/2P5/P3q2P/8 w - - 7 43	g4f5 e2h5 f5e6 h5f7	1482			
mQ6us	6k1/6pp/1p6/p3p3/1pP1P3/1P5P/R1B3r1/4K3 w - - 0 28	c2b1 g2g1 e1d2 g1b1 c4c5 b6c5	1489			
0SKrt	r2r2k1/2q2pp1/p4b2/8/1p2Q1N1/8/PPP5/3R1R1K b - - 1 27	c7b6 g4f6 b6f6 f1f6	1480			
9GZfg	8/7K/3k2p1/5pP1/2p2P1P/8/8/8 w - - 0 56	h7g6 c4c3 h4h5 c3c2 g6h7 c2c1q g5g6 c1f4	1484			
0YsaG	2k3nr/1p5p/p1p1p1p1/3r4/1PP1N3/P4P1P/5P2/R3K1R1 b Q - 0 23	d5h5 e4d6 c8c7 d6f7 g8e7 f7h8	1495			
XrMwL	r4rk1/pQ4pp/1p2pp2/8/2P5/5PN1/Pq4PP/6RK b - - 1 24	b2a2 g3h5 f8f7 b7a8	1506			
mkIJf	8/1k1N1p2/4p1p1/2BnP2p/3K1P2/7P/8/8 w - - 4 53	d4e4 b7c6 d7f8 c6c5	1469			
9QEQa	r1bq1r1k/1p3pp1/p3p3/3pP3/3P4/bPNRBN2/PnK2PPP/2Q4R b - - 4 19	b2d3 c1a3 d3f2 e3f2	1515			
jQw4a	Q1b2rk1/2p2pp1/3p1n1p/4q3/p2p4/3BP2P/PPP3P1/R4RK1 w - - 0 17	e3e4 c8h3 a8f8 g8f8	1533			
piUSC	8/4r1kp/1p1P2p1/p7/P1P2Q2/1P3P2/4pqPP/6RK w - - 0 39	d6e7 f2g1 h1g1 e2e1q	1463			
Cy1fJ	8/5k2/3Kp3/3p2p1/3P2P1/7P/8/8 w - - 1 57	d6e5 f7e7 h3h4 g5h4	1489			
Bapwm	6k1/2R3N1/5p1p/8/4bK2/2P4P/6r1/8 b - - 2 39	g2g7 c7g7 g8g7 f4e4	1543			
oEc7O	6rk/2p2p1p/pp2pPpQ/3q2P1/3P1PP1/3R4/8/6K1 b - - 4 37	d5e4 h6h7 h8h7 d3h3	1546			
G21Gs	4k2r/3b1p1p/p3p1p1/3nP1B1/8/8/P1r3PP/KR1R4 b k - 0 26	c2g2 b1b8 d7c8 b8c8 e8d7 c8h8	1466			
aSoMZ	3r2k1/6bp/2q2pp1/1p1P1P2/2p3P1/1P6/1BPQRK2/8 b - - 0 39	c6d5 e2e8 g8f7 e8d8 d5d2 d8d2	1472			
q0QdB	r2q1r1k/2p1bppp/8/1p2P3/1n1P4/1BN1Q3/P5PP/R4R1K w - - 1 22	f1f7 f8f7 b3f7 b4c2 e3e4 c2a1	1544			
ivQrB	r4rk1/pb3pbp/1p1P2p1/1N1n2q1/3B4/5P2/PP2B1PP/R2Q1RK1 w - - 0 17	d4g7 d5e3 f1f2 e3d1	1501			
24fVy	2r1nrk1/qp2ppbp/p1n1b1p1/3NP3/5B2/P4NPP/1P3PB1/2RQR1K1 w - - 1 22	c1c6 b7c6	1525			
